0,273,283,293,298.15,303,313,323,333
1,0.5154308287,1.605978072,4.6303956317,7.77,12.449203684,31.4209604535,74.8860418476,169.4059881483
0.85,0.5154308287,1.605978072,4.6303956317,7.77,12.449203684,31.4209604535,74.8860418476,169.4059881483
0.753,0.5154308287,1.605978072,4.6303956317,7.77,12.449203684,31.4209604535,74.8860418476,169.4059881483
0.642,0.5154308287,1.605978072,4.6303956317,7.77,12.449203684,31.4209604535,74.8860418476,169.4059881483
0.532,0.5154308287,1.605978072,4.6303956317,7.77,12.449203684,31.4209604535,74.8860418476,169.4059881483
0.422,0.5154308287,1.605978072,4.6303956317,7.77,12.449203684,31.4209604535,74.8860418476,169.4059881483
0.317,0.5154308287,1.605978072,4.6303956317,7.77,12.449203684,31.4209604535,74.8860418476,169.4059881483
0.207,0.5154308287,1.605978072,4.6303956317,7.77,12.449203684,31.4209604535,74.8860418476,169.4059881483
0.104,0.5154308287,1.605978072,4.6303956317,7.77,12.449203684,31.4209604535,74.8860418476,169.4059881483
0.065,0.5154308287,1.605978072,4.6303956317,7.77,12.449203684,31.4209604535,74.8860418476,169.4059881483
0,0.5154308287,1.605978072,4.6303956317,7.77,12.449203684,31.4209604535,74.8860418476,169.4059881483
