0,263.15,273.15,293.15,298.15,313.15,333.15
0,0.0233960067,0.0167415964,0.0091802678,0.008,0.0054355691,0.0034273856
0.1,0.0102357529,0.0073244484,0.0040163672,0.0035,0.0023780615,0.0014994812
0.2,0.0064339018,0.004603939,0.0025245737,0.0022,0.0014947815,0.000942531
0.3,0.0058490017,0.0041853991,0.002295067,0.002,0.0013588923,0.0008568464
0.4,0.0058490017,0.0041853991,0.002295067,0.002,0.0013588923,0.0008568464
0.5,0.0058490017,0.0041853991,0.002295067,0.002,0.0013588923,0.0008568464
0.6,0.0058490017,0.0041853991,0.002295067,0.002,0.0013588923,0.0008568464
0.7,0.0058490017,0.0041853991,0.002295067,0.002,0.0013588923,0.0008568464
0.8,0.0058490017,0.0041853991,0.002295067,0.002,0.0013588923,0.0008568464
0.9,0.0058490017,0.0041853991,0.002295067,0.002,0.0013588923,0.0008568464
1,0.0058490017,0.0041853991,0.002295067,0.002,0.0013588923,0.0008568464
