1.971925419931784829e-01,4.158519378093477492e+00
2.518257955744978571e-01,4.151388989797767159e+00
3.064590491558172314e-01,4.144448450883258417e+00
3.610923027371366612e-01,4.137442049450604564e+00
4.157255563184559799e-01,4.130887327497272388e+00
4.703588098997754097e-01,4.124346681248638014e+00
5.249920634810947284e-01,4.117691155942066139e+00
5.796253170624141582e-01,4.111397804475419804e+00
6.342585706437335880e-01,4.104916925126429028e+00
6.888918242250529067e-01,4.098501969750640406e+00
7.435250778063723365e-01,4.092174841496902360e+00
7.981583313876916552e-01,4.086000820706901848e+00
8.527915849690110850e-01,4.079856319528622599e+00
9.074248385503304037e-01,4.073668444856299864e+00
9.620580921316498335e-01,4.067534195249922213e+00
1.016691345712969152e+00,4.061456822730649563e+00
1.071324599294288582e+00,4.055453747758201999e+00
1.125957852875608012e+00,4.049528253426063706e+00
1.180591106456927442e+00,4.043508652519922641e+00
1.235224360038246871e+00,4.037385600094191673e+00
1.289857613619566301e+00,4.031352564346917688e+00
1.344490867200885287e+00,4.025406867283551904e+00
1.399124120782204717e+00,4.019822400624029513e+00
1.453757374363524146e+00,4.013828929550732560e+00
1.508390627944843576e+00,4.008114547617938506e+00
1.563023881526163006e+00,4.002462381448687267e+00
1.617657135107482436e+00,3.996699538646290684e+00
1.672290388688801865e+00,3.990876492688801846e+00
1.726923642270121295e+00,3.985260052621045990e+00
1.781556895851440725e+00,3.979754815719508176e+00
1.836190149432759711e+00,3.973904011222170851e+00
1.890823403014079140e+00,3.968491302523411424e+00
1.945456656595398570e+00,3.962789728128455646e+00
2.000089910176718000e+00,3.957237010680545897e+00
2.054723163758037430e+00,3.951930525552060036e+00
2.109356417339356859e+00,3.946442547727780692e+00
2.163989670920676289e+00,3.941026852342516484e+00
2.218622924501995719e+00,3.935471890274809148e+00
2.273256178083315149e+00,3.930010216000435097e+00
2.327889431664634579e+00,3.924747226865842986e+00
2.382522685245954008e+00,3.919107622879112629e+00
2.437155938827273438e+00,3.913930691799960115e+00
2.491789192408592424e+00,3.908476175236330619e+00
2.546422445989911854e+00,3.903213363520649182e+00
2.601055699571231283e+00,3.897917524403138767e+00
2.655688953152550713e+00,3.892521327159085942e+00
2.710322206733870143e+00,3.887234631781644190e+00
2.764955460315189573e+00,3.881893040194593247e+00
