0,253.15,273.15,293.15,313.15,333.15
0,0,0,0,0,0
50,0.477129949,0.722092063,1.00750514,1.328723269,1.681252252
100,0.909126749,1.384921699,1.940890639,2.567929434,3.257229129
150,1.298368443,1.991246828,2.803280643,3.721093031,4.731737699
200,1.647159711,2.543748698,3.597719809,4.791606763,6.108501312
250,1.957732918,3.04503289,4.327174271,5.782782425,7.391160484
300,2.232249168,3.497630329,4.994532603,6.697851832,8.583273785
350,2.472799349,3.903998285,5.602606789,7.539967744,9.688318731
400,2.681405184,4.266521392,6.154133191,8.312204795,10.70969265
450,2.860020279,4.58751264,6.651773507,9.017560416,11.65071361
500,3.010531175,4.869214395,7.098115748,9.658955761,12.51462126
550,3.134758391,5.1137994,7.495675198,10.23923663,13.30457775
600,3.234457482,5.323371783,7.846895379,10.76117443,14.0236686
650,3.311320077,5.499968067,8.154149024,11.22746702,14.6749036
700,3.36697494,5.645558175,8.419739036,11.64073973,15.26121766
750,3.402989011,5.762046435,8.645899459,12.00354622,15.78547178
800,3.420868458,5.851272594,8.834796443,12.31836945,16.25045385
850,3.422059726,5.915012817,8.988529211,12.58762258,16.65887956
900,3.407950583,5.954980704,9.109131022,12.81364991,17.01339332
950,3.379871177,5.972828289,9.198570144,12.99872779,17.31656913
1000,3.339095077,5.970147049,9.25875082,13.14506556,17.57091143
1050,3.286840324,5.948468915,9.291514214,13.25480647,17.77885606
1100,3.224270485,5.909267275,9.298639405,13.33002864,17.94277106
1150,3.152495695,5.853957985,9.281844354,13.3727459,18.06495764
1200,3.072573712,5.783900374,9.242786844,13.38490881,18.14765101
1250,2.985510963,5.700398252,9.183065455,13.36840555,18.19302129
1300,2.892263593,5.604700915,9.104220553,13.32506281,18.20317441
1350,2.793738518,5.498004158,9.007735238,13.25664681,18.18015295
1400,2.690794466,5.381451276,8.895036299,13.1648641,18.12593708
1450,2.584243037,5.256134076,8.767495205,13.0513626,18.04244541
1500,2.474849741,5.123093882,8.626429054,12.91773244,17.93153591
1550,2.363335058,4.983322541,8.47310155,12.76550697,17.79500677
1600,2.250375477,4.837763436,8.308723961,12.59616361,17.63459726
1650,2.136604553,4.687312484,8.134456089,12.41112481,17.45198872
1700,2.022613951,4.532819154,7.951407239,12.211759,17.24880532
1750,1.908954497,4.375087464,7.760637179,11.99938144,17.02661504
1800,1.796137228,4.214876997,7.563157113,11.77525526,16.78693051
1850,1.684634443,4.052903904,7.359930643,11.54059225,16.53120992
1900,1.574880744,3.889841911,7.151874735,11.29655394,16.26085788
1950,1.467274095,3.726323328,6.93986069,11.04425238,15.97722633
2000,1.362176862,3.562940055,6.724715104,10.78475116,15.68161542
2050,1.259916875,3.40024459,6.507220842,10.51906629,15.37527441
2100,1.160788459,3.238751036,6.288117996,10.24816718,15.05940255
2150,1.0650535,3.078936108,6.068104856,9.972977487,14.73514992
2200,0.972942487,2.921240145,5.84783888,9.69437611,14.4036184
2250,0.884655558,2.766068106,5.627937647,9.413198085,14.0658625
2300,0.800363554,2.613790589,5.408979843,9.130235505,13.72289027
2350,0.720209067,2.464744834,5.191506209,8.846238481,13.37566417
2400,0.644307488,2.319235729,4.976020519,8.561916024,13.02510198
2450,0.57274806,2.177536818,4.762990539,8.277937,12.67207765
2500,0.50559492,2.039891309,4.552849001,7.994931053,12.31742224
2550,0.442888153,1.906513081,4.345994563,7.713489521,11.96192475
2600,0.384644841,1.777587692,4.142792776,7.434166371,11.60633305
2650,0.330860114,1.653273384,3.943577055,7.157479119,11.25135475
2700,0.281508192,1.533702094,3.748649638,6.883909763,10.89765809
2750,0.236543441,1.418980459,3.558282562,6.613905704,10.54587282
2800,0.195901419,1.309190822,3.372718619,6.347880676,10.1965911
2850,0.159499929,1.204392241,3.19217233,6.086215666,9.850368355
2900,0.127240059,1.104621498,3.016830905,5.829259848,9.507724217
2950,0.099007244,1.009894102,2.846855218,5.577331505,9.169143374
3000,0.074672304,0.920205303,2.682380765,5.330718954,8.835076451
3050,0.054092498,0.835531091,2.523518633,5.089681479,8.505940921
3100,0.037112576,0.755829209,2.37035647,4.854450244,8.182121976
3150,0.023565818,0.681040158,2.222959445,4.625229236,7.863973423
3200,0.013275097,0.611088208,2.081371219,4.402196177,7.551818563
3250,0.006053917,0.545882397,1.94561491,4.185503461,7.245951085
3300,0.001707467,0.485317549,1.81569406,3.97527907,6.94663595
3350,0.0000337,0.429275274,1.691593599,3.771627508,6.654110274
3400,0.00082423,0.377624977,1.573280814,3.574630726,6.368584223
3450,0.003865684,0.330224865,1.460706314,3.384349044,6.090241893
3500,0.008940448,0.286922956,1.353804998,3.200822084,5.819242202
3550,0.01582787,0.247558087,1.252497018,3.024069688,5.555719774
3600,0.024305275,0.211960917,1.156688748,2.854092852,5.299785824
3650,0.034149017,0.179954937,1.06627375,2.690874646,5.051529053
3700,0.045135527,0.151357477,0.981133742,2.534381147,4.811016523
3750,0.057042362,0.125980717,0.901139558,2.384562357,4.578294556
3800,0.069649255,0.103632686,0.826152122,2.241353136,4.353389613
3850,0.082739163,0.084118278,0.756023412,2.104674126,4.136309184
3900,0.096099318,0.067240253,0.690597421,1.974432676,3.927042675
3950,0.109522272,0.052800248,0.629711133,1.850523768,3.725562292
4000,0.122806953,0.040599783,0.57319548,1.732830948,3.531823935
