0,273,283,293,298.15,303,313,323,333
1,1.4335240244,3.6481972152,8.7108518372,13.33,19.6378355233,42.0308904638,85.8184600549,167.8701569335
0.85,1.4335240244,3.6481972152,8.7108518372,13.33,19.6378355233,42.0308904638,85.8184600549,167.8701569335
0.753,1.4335240244,3.6481972152,8.7108518372,13.33,19.6378355233,42.0308904638,85.8184600549,167.8701569335
0.642,1.4335240244,3.6481972152,8.7108518372,13.33,19.6378355233,42.0308904638,85.8184600549,167.8701569335
0.532,1.4335240244,3.6481972152,8.7108518372,13.33,19.6378355233,42.0308904638,85.8184600549,167.8701569335
0.422,1.4335240244,3.6481972152,8.7108518372,13.33,19.6378355233,42.0308904638,85.8184600549,167.8701569335
0.317,1.4335240244,3.6481972152,8.7108518372,13.33,19.6378355233,42.0308904638,85.8184600549,167.8701569335
0.207,1.4335240244,3.6481972152,8.7108518372,13.33,19.6378355233,42.0308904638,85.8184600549,167.8701569335
0.104,1.4335240244,3.6481972152,8.7108518372,13.33,19.6378355233,42.0308904638,85.8184600549,167.8701569335
0.065,1.4335240244,3.6481972152,8.7108518372,13.33,19.6378355233,42.0308904638,85.8184600549,167.8701569335
0,1.4335240244,3.6481972152,8.7108518372,13.33,19.6378355233,42.0308904638,85.8184600549,167.8701569335
