0,273,283,293,298.15,303,313,323,333
0.3,0.2928698129,0.6378752032,1.3174100914,1.878,2.5936725475,4.8900236096,8.8645030629,15.5053548731
0.396975,0.2928698129,0.6378752032,1.3174100914,1.878,2.5936725475,4.8900236096,8.8645030629,15.5053548731
0.4229,0.2928698129,0.6378752032,1.3174100914,1.878,2.5936725475,4.8900236096,8.8645030629,15.5053548731
0.47765,0.2928698129,0.6378752032,1.3174100914,1.878,2.5936725475,4.8900236096,8.8645030629,15.5053548731
0.531675,0.2928698129,0.6378752032,1.3174100914,1.878,2.5936725475,4.8900236096,8.8645030629,15.5053548731
0.5785,0.2928698129,0.6378752032,1.3174100914,1.878,2.5936725475,4.8900236096,8.8645030629,15.5053548731
0.6334,0.2928698129,0.6378752032,1.3174100914,1.878,2.5936725475,4.8900236096,8.8645030629,15.5053548731
0.6965,0.2928698129,0.6378752032,1.3174100914,1.878,2.5936725475,4.8900236096,8.8645030629,15.5053548731
0.74615,0.2928698129,0.6378752032,1.3174100914,1.878,2.5936725475,4.8900236096,8.8645030629,15.5053548731
0.790725,0.2928698129,0.6378752032,1.3174100914,1.878,2.5936725475,4.8900236096,8.8645030629,15.5053548731
0.83,0.2928698129,0.6378752032,1.3174100914,1.878,2.5936725475,4.8900236096,8.8645030629,15.5053548731
0.85,0.2928698129,0.6378752032,1.3174100914,1.878,2.5936725475,4.8900236096,8.8645030629,15.5053548731
0.863549244,0.2928698129,0.6378752032,1.3174100914,1.878,2.5936725475,4.8900236096,8.8645030629,15.5053548731
0.870835735,0.2928698129,0.6378752032,1.3174100914,1.878,2.5936725475,4.8900236096,8.8645030629,15.5053548731
0.878192733,0.2928698129,0.6378752032,1.3174100914,1.878,2.5936725475,4.8900236096,8.8645030629,15.5053548731
0.885743387,0.2928698129,0.6378752032,1.3174100914,1.878,2.5936725475,4.8900236096,8.8645030629,15.5053548731
0.89323802,0.2928698129,0.6378752032,1.3174100914,1.878,2.5936725475,4.8900236096,8.8645030629,15.5053548731
0.90087843,0.2928698129,0.6378752032,1.3174100914,1.878,2.5936725475,4.8900236096,8.8645030629,15.5053548731
0.908906616,0.2928698129,0.6378752032,1.3174100914,1.878,2.5936725475,4.8900236096,8.8645030629,15.5053548731
0.917011556,0.2928698129,0.6378752032,1.3174100914,1.878,2.5936725475,4.8900236096,8.8645030629,15.5053548731
0.925638091,0.2928698129,0.6378752032,1.3174100914,1.878,2.5936725475,4.8900236096,8.8645030629,15.5053548731
0.934598841,0.2928698129,0.6378752032,1.3174100914,1.878,2.5936725475,4.8900236096,8.8645030629,15.5053548731
0.94393729,0.2928698129,0.6378752032,1.3174100914,1.878,2.5936725475,4.8900236096,8.8645030629,15.5053548731
0.95263513,0.2928698129,0.6378752032,1.3174100914,1.878,2.5936725475,4.8900236096,8.8645030629,15.5053548731
0.96079051,0.2928698129,0.6378752032,1.3174100914,1.878,2.5936725475,4.8900236096,8.8645030629,15.5053548731
0.968809009,0.2928698129,0.6378752032,1.3174100914,1.878,2.5936725475,4.8900236096,8.8645030629,15.5053548731
0.975,0.2928698129,0.6378752032,1.3174100914,1.878,2.5936725475,4.8900236096,8.8645030629,15.5053548731
0.985,0.2928698129,0.6378752032,1.3174100914,1.878,2.5936725475,4.8900236096,8.8645030629,15.5053548731
1,0.2928698129,0.6378752032,1.3174100914,1.878,2.5936725475,4.8900236096,8.8645030629,15.5053548731
